,Planet Name,Detection Method,Orbital Period,Orbit Semi-Major Axis,Planet Radius,Planet Mass,Insolation Flux,Stellar Effective Temperature,Stellar Radius,RA [degree],Dec [degree],Habitable Zone Flag,Planet Classification
2524,Kepler-195 b,Transit,8.307872,0.077,2.03,4.78,74.15,5329.0,0.78,288.1209339,47.9666141,FALSE,sub-Neptunes
2525,Kepler-195 c,Transit,34.096863,0.197,1.55,3.02,11.28,5329.0,0.78,288.1209339,47.9666141,FALSE,Super Earths
2526,Kepler-196 b,Transit,20.739886,0.138,1.9,4.27,20.73,5128.0,0.78,284.9685077,42.0791214,FALSE,sub-Neptunes
2527,Kepler-196 c,Transit,47.427737,0.24,2.24,5.65,6.88,5128.0,0.78,284.9685077,42.0791214,FALSE,sub-Neptunes
2528,Kepler-197 b,Transit,5.599308,0.06,1.02,1.04,431.26,6004.0,1.12,295.2264739,50.5592348,FALSE,Super Earths
2529,Kepler-197 c,Transit,10.349695,0.09,1.23,5.3,189.97,6004.0,1.12,295.2264739,50.5592348,FALSE,Super Earths
2530,Kepler-197 d,Transit,15.677563,0.119,1.22,1.98,109.09,6004.0,1.12,295.2264739,50.5592348,FALSE,Super Earths
2531,Kepler-197 e,Transit,25.209715,0.164,0.91,0.693,57.94,6004.0,1.12,295.2264739,50.5592348,FALSE,Rocky
2532,Kepler-198 b,Transit,17.790037,0.131,2.82,8.35,44.55,5574.0,0.94,290.6731326,38.6910045,FALSE,sub-Neptunes
2533,Kepler-198 c,Transit,49.567416,0.259,2.47,6.66,11.35,5574.0,0.94,290.6731326,38.6910045,FALSE,sub-Neptunes
2534,Kepler-198 d,Transit,1.31184443,0.0229,1.53,2.96,1444.52,5636.0,0.93,290.6731326,38.6910045,FALSE,Super Earths
2535,Kepler-199 b,Transit,23.637604,0.158,3.11,9.85,31.68,5644.0,0.97,295.5594278,40.236249,FALSE,sub-Neptunes
2536,Kepler-199 c,Transit,67.093408,0.316,3.25,10.6,7.88,5644.0,0.97,295.5594278,40.236249,FALSE,sub-Neptunes
2537,Kepler-20 b,Transit,3.69611525,0.0463,1.868,9.7,324.11,5495.0,0.96,287.6979913,42.3385782,FALSE,sub-Neptunes
2538,Kepler-20 c,Transit,10.85409089,0.0949,3.047,12.75,77.02,5495.0,0.96,287.6979913,42.3385782,FALSE,sub-Neptunes
2539,Kepler-20 d,Transit,77.61130017,0.3506,2.744,10.07,5.59,5495.0,0.96,287.6979913,42.3385782,FALSE,sub-Neptunes
2540,Kepler-20 e,Transit,6.09852281,0.0639,0.865,3.08,166.0,5495.0,0.96,287.6979913,42.3385782,FALSE,Rocky
2541,Kepler-20 f,Transit,19.57758478,0.1396,1.003,14.3,35.07,5495.0,0.96,287.6979913,42.3385782,FALSE,Super Earths
2542,Kepler-20 g,Radial Velocity,34.94,0.2055,4.71,19.96,,5495.0,0.96,287.6979913,42.3385782,FALSE,sub-Jovians
2543,Kepler-200 b,Transit,8.594805,0.08,2.13,5.18,159.07,5678.0,0.94,284.4099503,41.2374928,FALSE,sub-Neptunes
2544,Kepler-200 c,Transit,10.222157,0.09,1.59,3.15,126.36,5678.0,0.94,284.4099503,41.2374928,FALSE,Super Earths
2545,Kepler-201 b,Transit,25.672083,0.175,2.46,6.62,64.55,6065.0,1.23,293.626059,41.2728004,FALSE,sub-Neptunes
2546,Kepler-201 c,Transit,151.884058,0.573,2.85,8.5,6.03,6065.0,1.23,293.626059,41.2728004,FALSE,sub-Neptunes
2547,Kepler-202 b,Transit,4.069427,0.045,1.63,3.29,108.5,4668.0,0.67,282.9734874,41.3217991,FALSE,Super Earths
2548,Kepler-202 c,Transit,16.282493,0.113,1.85,4.08,17.07,4668.0,0.67,282.9734874,41.3217991,FALSE,sub-Neptunes
2549,Kepler-203 b,Transit,3.162697,0.043,2.57,7.13,668.22,5821.0,1.11,297.089959,41.3880686,FALSE,sub-Neptunes
2550,Kepler-203 c,Transit,5.370647,0.061,2.47,749.9,329.79,5821.0,1.11,297.089959,41.3880686,FALSE,sub-Neptunes
2551,Kepler-203 d,Transit,11.32972,0.1,1.44,33.9,121.82,5821.0,1.11,297.089959,41.3880686,FALSE,Super Earths
2552,Kepler-204 b,Transit,14.400974,0.117,2.53,6.94,79.7,5812.0,1.24,285.347162,41.761845,FALSE,sub-Neptunes
2553,Kepler-204 c,Transit,25.660593,0.173,1.79,3.86,36.89,5812.0,1.24,285.347162,41.761845,FALSE,sub-Neptunes
2554,Kepler-205 b,Transit,2.75564,0.032,1.51,2.89,102.56,4321.0,0.55,285.2866912,41.8609357,FALSE,Super Earths
2555,Kepler-205 c,Transit,20.306546,0.122,1.64,3.33,7.14,4321.0,0.55,285.2866912,41.8609357,FALSE,Super Earths
2556,Kepler-206 b,Transit,7.781987,0.078,1.2,1.87,192.27,5764.0,1.19,291.6346564,41.8338415,FALSE,Super Earths
2557,Kepler-206 c,Transit,13.137471,0.111,1.77,3.78,95.51,5764.0,1.19,291.6346564,41.8338415,FALSE,sub-Neptunes
2558,Kepler-206 d,Transit,23.44281,0.163,1.19,1.81,44.17,5764.0,1.19,291.6346564,41.8338415,FALSE,Super Earths
2559,Kepler-207 b,Transit,1.611865,0.029,1.57,3.09,4097.32,5920.0,1.59,290.0305195,42.1660555,FALSE,Super Earths
2560,Kepler-207 c,Transit,3.071571,0.044,1.5,2.86,1742.71,5920.0,1.59,290.0305195,42.1660555,FALSE,Super Earths
2561,Kepler-207 d,Transit,5.868075,0.068,3.31,11.0,732.6,5920.0,1.59,290.0305195,42.1660555,FALSE,sub-Neptunes
2562,Kepler-208 b,Transit,4.22864,0.054,1.63,3.29,639.58,6092.0,1.31,293.8901979,42.5279413,FALSE,Super Earths
2563,Kepler-208 c,Transit,7.466623,0.079,1.39,2.51,300.17,6092.0,1.31,293.8901979,42.5279413,FALSE,Super Earths
2564,Kepler-208 d,Transit,11.131786,0.103,1.2,1.87,176.28,6092.0,1.31,293.8901979,42.5279413,FALSE,Super Earths
2565,Kepler-208 e,Transit,16.259458,0.132,1.48,2.79,106.34,6092.0,1.31,293.8901979,42.5279413,FALSE,Super Earths
2566,Kepler-209 b,Transit,16.087845,0.122,2.26,5.73,48.66,5513.0,0.94,291.1694567,42.6407281,FALSE,sub-Neptunes
2567,Kepler-209 c,Transit,41.749882,0.231,3.1,9.8,13.64,5513.0,0.94,291.1694567,42.6407281,FALSE,sub-Neptunes
2568,Kepler-21 b,Transit,2.78578,0.042717,1.639,5.08,3021.19,6305.0,1.9,287.3619673,38.7141384,FALSE,Super Earths
2569,Kepler-210 b,Transit,2.453234,0.032,2.94,8.96,122.14,4559.0,0.65,292.5034196,43.0832188,FALSE,sub-Neptunes
2570,Kepler-210 c,Transit,7.972513,0.07,3.62,12.8,25.44,4559.0,0.65,292.5034196,43.0832188,FALSE,sub-Jovians
2571,Kepler-211 b,Transit,4.138575,0.048,1.26,2.13,158.19,5123.0,0.82,285.4391183,43.1685051,FALSE,Super Earths
2572,Kepler-211 c,Transit,6.04045,0.062,1.29,18.3,95.44,5123.0,0.82,285.4391183,43.1685051,FALSE,Super Earths
2573,Kepler-212 b,Transit,16.257582,0.133,1.09,1.32,133.87,5852.0,1.46,287.6208165,43.1416239,FALSE,Super Earths
2574,Kepler-212 c,Transit,31.805174,0.207,2.74,7.95,54.66,5852.0,1.46,287.6208165,43.1416239,FALSE,sub-Neptunes
2575,Kepler-213 b,Transit,2.46236,0.036,1.62,3.26,833.47,5696.0,1.2,290.8241931,44.6472832,FALSE,Super Earths
2576,Kepler-213 c,Transit,4.822962,0.057,2.34,6.08,339.54,5696.0,1.2,290.8241931,44.6472832,FALSE,sub-Neptunes
2577,Kepler-214 b,Transit,15.660544,0.13,2.61,7.32,196.4,6169.0,1.35,284.7548499,44.95605,FALSE,sub-Neptunes
2578,Kepler-214 c,Transit,28.7798,0.194,2.13,5.18,87.24,6169.0,1.35,284.7548499,44.95605,FALSE,sub-Neptunes
2579,Kepler-215 b,Transit,9.360672,0.084,1.62,3.26,105.07,5739.0,1.03,294.9735313,45.2136867,FALSE,Super Earths
2580,Kepler-215 c,Transit,14.667108,0.113,1.77,3.78,57.69,5739.0,1.03,294.9735313,45.2136867,FALSE,sub-Neptunes
2581,Kepler-215 d,Transit,30.864423,0.185,2.39,23.6,21.4,5739.0,1.03,294.9735313,45.2136867,FALSE,sub-Neptunes
2582,Kepler-215 e,Transit,68.16101,0.314,1.75,3.71,7.44,5739.0,1.03,294.9735313,45.2136867,FALSE,Super Earths
2583,Kepler-216 b,Transit,7.693641,0.079,2.35,6.12,540.03,6091.0,1.26,293.7280695,46.1291139,FALSE,sub-Neptunes
2584,Kepler-216 c,Transit,17.406669,0.136,3.04,9.48,182.06,6091.0,1.26,293.7280695,46.1291139,FALSE,sub-Neptunes
2585,Kepler-217 b,Transit,5.374943,0.065,2.23,5.6,1366.48,6171.0,1.8,293.0377331,46.2775223,FALSE,sub-Neptunes
2586,Kepler-217 c,Transit,8.586004,0.089,1.85,4.08,730.81,6171.0,1.8,293.0377331,46.2775223,FALSE,sub-Neptunes
2587,Kepler-217 d,Transit,3.88689525,0.0505,1.32,2.3,2099.75,6341.0,1.76,293.0377331,46.2775223,FALSE,Super Earths
2588,Kepler-218 b,Transit,3.619337,0.046,1.48,2.79,460.66,5502.0,1.06,295.4128785,46.2665801,FALSE,Super Earths
2589,Kepler-218 c,Transit,44.699576,0.248,3.14,10.0,16.15,5502.0,1.06,295.4128785,46.2665801,FALSE,sub-Neptunes
2590,Kepler-218 d,Transit,124.5244647,0.4865,2.66,7.56,4.12,5542.0,1.02,295.4128785,46.2665801,FALSE,sub-Neptunes
2591,Kepler-219 b,Transit,4.585512,0.057,2.95,9.01,456.73,5786.0,1.49,288.7389481,46.7625929,FALSE,sub-Neptunes
2592,Kepler-219 c,Transit,22.714613,0.165,3.58,12.5,54.1,5786.0,1.49,288.7389481,46.7625929,FALSE,sub-Jovians
2593,Kepler-219 d,Transit,47.903645,0.272,2.81,19.1,20.01,5786.0,1.49,288.7389481,46.7625929,FALSE,sub-Neptunes
2594,Kepler-22 b,Transit,289.8623,0.849,2.38,36.0,0.96,5518.0,0.98,289.2172051,47.8841427,TRUE,sub-Neptunes
2595,Kepler-220 b,Transit,4.159807,0.046,0.81,0.457,105.0,4632.0,0.67,291.5060432,46.8956262,FALSE,Rocky
2596,Kepler-220 c,Transit,9.034199,0.076,1.57,3.09,37.32,4632.0,0.67,291.5060432,46.8956262,FALSE,Super Earths
2597,Kepler-220 d,Transit,28.122397,0.163,0.98,0.904,8.21,4632.0,0.67,291.5060432,46.8956262,FALSE,Rocky
2598,Kepler-220 e,Transit,45.902733,0.226,1.33,2.33,4.27,4632.0,0.67,291.5060432,46.8956262,FALSE,Super Earths
2599,Kepler-221 b,Transit,2.795906,0.037,1.71,3.57,308.88,5243.0,0.82,296.6547477,46.8352242,FALSE,Super Earths
2600,Kepler-221 c,Transit,5.690586,0.059,2.93,15.1,119.84,5243.0,0.82,296.6547477,46.8352242,FALSE,sub-Neptunes
2601,Kepler-221 d,Transit,10.04156,0.087,2.73,7.9,56.29,5243.0,0.82,296.6547477,46.8352242,FALSE,sub-Neptunes
2602,Kepler-221 e,Transit,18.369917,0.13,2.63,7.41,25.16,5243.0,0.82,296.6547477,46.8352242,FALSE,sub-Neptunes
2603,Kepler-222 b,Transit,3.936981,0.048,3.16,10.1,206.77,5433.0,0.87,287.9060885,46.9377479,FALSE,sub-Neptunes
2604,Kepler-222 c,Transit,10.08881,0.091,4.64,19.4,59.08,5433.0,0.87,287.9060885,46.9377479,FALSE,sub-Jovians
2605,Kepler-222 d,Transit,28.081912,0.18,3.69,13.2,15.09,5433.0,0.87,287.9060885,46.9377479,FALSE,sub-Jovians
2606,Kepler-223 b,Transit,7.38449,0.0756,2.99,7.4,444.05,5803.0,1.72,298.3183909,47.2794824,FALSE,sub-Neptunes
2607,Kepler-223 c,Transit,9.84564,0.0916,3.44,5.1,302.47,5803.0,1.72,298.3183909,47.2794824,FALSE,sub-Neptunes
2608,Kepler-223 d,Transit,14.78869,0.1201,5.24,8.0,175.95,5803.0,1.72,298.3183909,47.2794824,FALSE,sub-Jovians
2609,Kepler-223 e,Transit,19.72567,0.1455,4.6,4.8,119.88,5803.0,1.72,298.3183909,47.2794824,FALSE,sub-Jovians
2610,Kepler-224 b,Transit,3.132924,0.038,1.39,2.51,201.49,5018.0,0.68,290.9342679,47.3575414,FALSE,Super Earths
2611,Kepler-224 c,Transit,5.925003,0.058,3.12,9.91,86.33,5018.0,0.68,290.9342679,47.3575414,FALSE,sub-Neptunes
2612,Kepler-224 d,Transit,11.349393,0.089,2.3,5.9,36.29,5018.0,0.68,290.9342679,47.3575414,FALSE,sub-Neptunes
2613,Kepler-224 e,Transit,18.643577,0.124,1.97,4.54,18.73,5018.0,0.68,290.9342679,47.3575414,FALSE,sub-Neptunes
2614,Kepler-225 b,Transit,6.738975,0.056,1.2,1.87,38.88,3682.0,0.48,292.1939846,47.4570808,FALSE,Super Earths
2615,Kepler-225 c,Transit,18.794234,0.111,1.84,4.04,9.9,3682.0,0.48,292.1939846,47.4570808,FALSE,sub-Neptunes
2616,Kepler-226 b,Transit,3.940997,0.047,1.55,24.0,270.4,5571.0,0.8,292.3760942,47.8809596,FALSE,Super Earths
2617,Kepler-226 c,Transit,5.349555,0.058,2.27,45.2,180.51,5571.0,0.8,292.3760942,47.8809596,FALSE,sub-Neptunes
2618,Kepler-226 d,Transit,8.109044,0.076,1.22,1.98,103.64,5571.0,0.8,292.3760942,47.8809596,FALSE,Super Earths
2619,Kepler-227 b,Transit,9.488015,0.09,3.11,9.85,104.64,5854.0,1.09,291.9342748,48.141676,FALSE,sub-Neptunes
2620,Kepler-227 c,Transit,54.418694,0.29,3.04,9.48,10.19,5854.0,1.09,291.9342748,48.141676,FALSE,sub-Neptunes
2621,Kepler-228 b,Transit,2.566546,0.038,1.53,2.96,863.78,6043.0,1.01,296.2860853,48.2246328,FALSE,Super Earths
2622,Kepler-228 c,Transit,4.134444,0.052,2.7,7.75,457.32,6043.0,1.01,296.2860853,48.2246328,FALSE,sub-Neptunes
2623,Kepler-228 d,Transit,11.094286,0.101,4.04,15.4,122.78,6043.0,1.01,296.2860853,48.2246328,FALSE,sub-Jovians
2624,Kepler-229 b,Transit,6.252972,0.062,2.2,5.48,76.22,5120.0,0.73,286.9994758,48.3757867,FALSE,sub-Neptunes
2625,Kepler-229 c,Transit,16.068638,0.117,4.92,21.5,21.64,5120.0,0.73,286.9994758,48.3757867,FALSE,sub-Jovians
2626,Kepler-229 d,Transit,41.194912,0.22,3.85,14.2,6.16,5120.0,0.73,286.9994758,48.3757867,FALSE,sub-Jovians
2627,Kepler-23 b,Transit,7.1073,0.075,1.9,254.3,446.11,5760.0,1.52,294.2189131,49.4792536,FALSE,sub-Neptunes
2628,Kepler-23 c,Transit,10.7421,0.099,3.2,858.1,257.39,5760.0,1.52,294.2189131,49.4792536,FALSE,sub-Neptunes
2629,Kepler-23 d,Transit,15.274299,0.124,2.2,17.6,161.04,5828.0,1.55,294.2189131,49.4792536,FALSE,sub-Neptunes
2630,Kepler-230 b,Transit,32.625555,0.191,4.26,16.8,11.82,5588.0,0.82,285.7185682,48.5058038,FALSE,sub-Jovians
2631,Kepler-230 c,Transit,91.773242,0.38,2.04,4.82,2.98,5588.0,0.82,285.7185682,48.5058038,FALSE,sub-Neptunes
2632,Kepler-231 b,Transit,10.065275,0.074,1.73,35.4,14.88,3767.0,0.49,293.9733913,50.531846,FALSE,Super Earths
2633,Kepler-231 c,Transit,19.271566,0.114,1.93,24.1,6.27,3767.0,0.49,293.9733913,50.531846,FALSE,sub-Neptunes
2634,Kepler-232 b,Transit,4.431222,0.054,3.08,9.69,410.58,5847.0,0.97,295.8161668,51.1217249,FALSE,sub-Neptunes
2635,Kepler-232 c,Transit,11.379349,0.101,3.83,14.0,116.52,5847.0,0.97,295.8161668,51.1217249,FALSE,sub-Jovians
2636,Kepler-233 b,Transit,8.472382,0.077,2.43,6.48,85.13,5360.0,0.76,296.3665054,51.3194548,FALSE,sub-Neptunes
2637,Kepler-233 c,Transit,60.418955,0.287,2.71,7.8,6.2,5360.0,0.76,296.3665054,51.3194548,FALSE,sub-Neptunes
2638,Kepler-234 b,Transit,2.711506,0.04,3.7,13.2,1007.72,6224.0,1.11,291.6535379,38.4946597,FALSE,sub-Jovians
2639,Kepler-234 c,Transit,7.21205,0.077,3.51,12.1,273.3,6224.0,1.11,291.6535379,38.4946597,FALSE,sub-Jovians
2640,Kepler-235 b,Transit,3.340222,0.037,2.23,5.6,44.0,4255.0,0.55,286.0790779,39.278237,FALSE,sub-Neptunes
2641,Kepler-235 c,Transit,7.824904,0.065,1.28,2.18,14.2,4255.0,0.55,286.0790779,39.278237,FALSE,Super Earths
2642,Kepler-235 d,Transit,20.060548,0.122,2.05,4.86,4.03,4255.0,0.55,286.0790779,39.278237,FALSE,sub-Neptunes
2643,Kepler-235 e,Transit,46.183669,0.213,2.22,5.56,1.33,4255.0,0.55,286.0790779,39.278237,FALSE,sub-Neptunes
2644,Kepler-236 b,Transit,8.295611,0.065,1.57,3.09,15.63,3750.0,0.51,283.8664285,39.8981928,FALSE,Super Earths
2645,Kepler-236 c,Transit,23.968127,0.132,2.0,4.66,3.8,3750.0,0.51,283.8664285,39.8981928,FALSE,sub-Neptunes
2646,Kepler-237 b,Transit,4.715106,0.05,1.41,2.57,124.96,4861.0,0.72,283.2213438,40.421762,FALSE,Super Earths
2647,Kepler-237 c,Transit,8.103636,0.071,2.08,4.98,60.64,4861.0,0.72,283.2213438,40.421762,FALSE,sub-Neptunes
2648,Kepler-238 b,Transit,2.090876,0.034,1.73,3.64,2500.59,5751.0,1.43,287.8971066,40.6378141,FALSE,Super Earths
2649,Kepler-238 c,Transit,6.155557,0.069,2.39,6.3,592.3,5751.0,1.43,287.8971066,40.6378141,FALSE,sub-Neptunes
2650,Kepler-238 d,Transit,13.233549,0.115,3.07,9.64,213.48,5751.0,1.43,287.8971066,40.6378141,FALSE,sub-Neptunes
2651,Kepler-238 e,Transit,23.654,0.1658,5.6,169.7,98.46,5732.0,0.96,287.8971066,40.6378141,FALSE,sub-Jovians
2652,Kepler-238 f,Transit,50.447,0.2747,2.0,13.5,35.87,5732.0,0.96,287.8971066,40.6378141,FALSE,sub-Neptunes
2653,Kepler-239 b,Transit,11.763051,0.095,2.33,6.04,34.75,4914.0,0.76,294.2020505,40.6633313,FALSE,sub-Neptunes
2654,Kepler-239 c,Transit,56.228098,0.268,2.51,6.85,4.32,4914.0,0.76,294.2020505,40.6633313,FALSE,sub-Neptunes
2655,Kepler-24 b,Transit,8.1453,0.08,2.4,508.5,252.25,5800.0,1.07,290.4132621,38.3437283,FALSE,sub-Neptunes
2656,Kepler-24 c,Transit,12.3335,0.106,2.8,508.5,144.83,5800.0,1.07,290.4132621,38.3437283,FALSE,sub-Neptunes
2657,Kepler-24 d,Transit,4.244384,0.051,1.67,3.43,601.89,5897.0,1.29,290.4132621,38.3437283,FALSE,Super Earths
2658,Kepler-24 e,Transit,18.998355,0.138,2.78,8.15,81.51,5897.0,1.29,290.4132621,38.3437283,FALSE,sub-Neptunes
2659,Kepler-240 b,Transit,4.144495,0.048,1.37,2.45,142.74,4985.0,0.74,291.1587635,40.7502108,FALSE,Super Earths
2660,Kepler-240 c,Transit,7.953528,0.074,2.2,102.3,59.84,4985.0,0.74,291.1587635,40.7502108,FALSE,sub-Neptunes
2661,Kepler-241 b,Transit,12.718092,0.094,2.33,6.04,23.6,4699.0,0.67,292.9131121,41.0609786,FALSE,sub-Neptunes
2662,Kepler-241 c,Transit,36.065978,0.189,2.57,7.13,5.88,4699.0,0.67,292.9131121,41.0609786,FALSE,sub-Neptunes
2663,Kepler-242 b,Transit,8.20395,0.075,2.61,7.32,43.77,5020.0,0.85,286.5656932,41.8084168,FALSE,sub-Neptunes
2664,Kepler-242 c,Transit,14.496481,0.109,2.0,4.66,20.5,5020.0,0.85,286.5656932,41.8084168,FALSE,sub-Neptunes
2665,Kepler-243 b,Transit,5.715442,0.062,2.45,6.57,115.5,5228.0,0.84,285.1104819,42.0339619,FALSE,sub-Neptunes
2666,Kepler-243 c,Transit,20.026218,0.142,1.99,4.62,21.72,5228.0,0.84,285.1104819,42.0339619,FALSE,sub-Neptunes
2667,Kepler-244 b,Transit,4.311792,0.05,2.76,8.05,242.47,5554.0,0.8,287.242641,42.3014185,FALSE,sub-Neptunes
2668,Kepler-244 c,Transit,9.767292,0.087,2.05,4.86,81.57,5554.0,0.8,287.242641,42.3014185,FALSE,sub-Neptunes
2669,Kepler-244 d,Transit,20.050401,0.14,2.31,15.2,31.27,5554.0,0.8,287.242641,42.3014185,FALSE,sub-Neptunes
2670,Kepler-245 b,Transit,7.49019,0.071,2.57,7.13,77.75,5100.0,0.8,291.6389972,42.4363482,FALSE,sub-Neptunes
2671,Kepler-245 c,Transit,17.460812,0.124,2.18,225.6,25.15,5100.0,0.8,291.6389972,42.4363482,FALSE,sub-Neptunes
2672,Kepler-245 d,Transit,36.277108,0.202,3.03,21.6,9.49,5100.0,0.8,291.6389972,42.4363482,FALSE,sub-Neptunes
2673,Kepler-245 e,Transit,3.21982106,0.04,1.75,3.71,240.15,5174.0,0.8,291.6389972,42.4363482,FALSE,Super Earths
2674,Kepler-246 b,Transit,4.60182,0.052,2.34,6.08,141.61,5206.0,0.83,296.4834007,42.6633806,FALSE,sub-Neptunes
2675,Kepler-246 c,Transit,11.187161,0.095,1.5,2.86,43.21,5206.0,0.83,296.4834007,42.6633806,FALSE,Super Earths
2676,Kepler-247 b,Transit,3.33616,0.042,1.64,3.33,216.11,5100.0,0.77,288.6425609,43.0393769,FALSE,Super Earths
2677,Kepler-247 c,Transit,9.439452,0.084,4.09,15.7,53.9,5100.0,0.77,288.6425609,43.0393769,FALSE,sub-Jovians
2678,Kepler-247 d,Transit,20.477912,0.14,3.94,14.7,19.21,5100.0,0.77,288.6425609,43.0393769,FALSE,sub-Jovians
2679,Kepler-248 b,Transit,6.308205,0.066,3.02,9.38,79.31,5190.0,0.83,293.0613138,43.5813577,FALSE,sub-Neptunes
2680,Kepler-248 c,Transit,16.239494,0.123,4.07,15.6,22.46,5190.0,0.83,293.0613138,43.5813577,FALSE,sub-Jovians
2681,Kepler-249 b,Transit,3.306539,0.035,1.09,1.32,24.26,3568.0,0.48,296.9853002,43.6586043,FALSE,Super Earths
2682,Kepler-249 c,Transit,7.113702,0.058,1.51,2.89,12.53,3568.0,0.48,296.9853002,43.6586043,FALSE,Super Earths
2683,Kepler-249 d,Transit,15.368459,0.097,1.57,3.09,4.47,3568.0,0.48,296.9853002,43.6586043,FALSE,Super Earths
2684,Kepler-25 b,Transit,6.238297,0.0685,2.748,8.7,542.96,6103.0,1.32,286.6383905,39.4879038,FALSE,sub-Neptunes
2685,Kepler-25 c,Transit,12.7207,0.1101,5.217,15.2,210.17,6354.0,1.32,286.6383905,39.4879038,FALSE,sub-Jovians
2686,Kepler-25 d,Radial Velocity,122.4,,10.0,71.9,,6270.0,1.32,286.6383905,39.4879038,,Jovians
2687,Kepler-250 b,Transit,4.148141,0.048,1.13,1.51,148.1,5160.0,0.81,289.5947633,44.1418114,FALSE,Super Earths
2688,Kepler-250 c,Transit,7.156804,0.069,2.28,5.82,71.5,5160.0,0.81,289.5947633,44.1418114,FALSE,sub-Neptunes
2689,Kepler-250 d,Transit,17.648312,0.127,2.18,5.39,21.46,5160.0,0.81,289.5947633,44.1418114,FALSE,sub-Neptunes
2690,Kepler-251 b,Transit,4.790936,0.053,1.33,2.33,203.17,5526.0,0.89,296.5662171,44.1058077,FALSE,Super Earths
2691,Kepler-251 c,Transit,16.514043,0.122,2.77,8.1,38.95,5526.0,0.89,296.5662171,44.1058077,FALSE,sub-Neptunes
2692,Kepler-251 d,Transit,30.133001,0.182,2.77,8.1,17.48,5526.0,0.89,296.5662171,44.1058077,FALSE,sub-Neptunes
2693,Kepler-251 e,Transit,99.640161,0.404,2.77,8.1,3.55,5526.0,0.89,296.5662171,44.1058077,FALSE,sub-Neptunes
2694,Kepler-252 b,Transit,6.668391,0.058,1.23,2.04,39.26,4208.0,0.55,295.579329,44.5459052,FALSE,Super Earths
2695,Kepler-252 c,Transit,10.848463,0.08,2.15,5.27,20.51,4208.0,0.55,295.579329,44.5459052,FALSE,sub-Neptunes
2696,Kepler-253 b,Transit,3.783986,0.046,1.63,3.29,194.35,5208.0,0.79,291.8419337,44.858124,FALSE,Super Earths
2697,Kepler-253 c,Transit,10.281951,0.089,2.65,7.51,51.27,5208.0,0.79,291.8419337,44.858124,FALSE,sub-Neptunes
2698,Kepler-253 d,Transit,18.119869,0.13,3.17,10.2,24.08,5208.0,0.79,291.8419337,44.858124,FALSE,sub-Neptunes
2699,Kepler-254 b,Transit,5.826662,0.064,3.87,14.3,184.34,5957.0,0.91,288.1646541,45.8164257,FALSE,sub-Jovians
2700,Kepler-254 c,Transit,12.412183,0.105,2.15,3.2,67.22,5957.0,0.91,288.1646541,45.8164257,FALSE,sub-Neptunes
2701,Kepler-254 d,Transit,18.746477,0.139,2.5,6.8,38.84,5957.0,0.91,288.1646541,45.8164257,FALSE,sub-Neptunes
2702,Kepler-255 b,Transit,5.714606,0.063,1.55,3.02,174.4,5573.0,0.93,296.0642702,45.9767647,FALSE,Super Earths
2703,Kepler-255 c,Transit,9.946047,0.092,2.99,9.22,83.26,5573.0,0.93,296.0642702,45.9767647,FALSE,sub-Neptunes
2704,Kepler-255 d,Transit,1.04562266,0.0192,1.32,2.3,1686.09,5431.0,0.86,296.0642702,45.9767647,FALSE,Super Earths
2705,Kepler-256 b,Transit,1.620493,0.027,1.59,3.15,1225.93,5551.0,1.3,292.58042,46.0973588,FALSE,Super Earths
2706,Kepler-256 c,Transit,3.38802,0.045,2.15,5.27,457.07,5551.0,1.3,292.58042,46.0973588,FALSE,sub-Neptunes
2707,Kepler-256 d,Transit,5.839172,0.064,2.48,6.71,221.1,5551.0,1.3,292.58042,46.0973588,FALSE,sub-Neptunes
2708,Kepler-256 e,Transit,10.681572,0.096,2.35,6.12,98.9,5551.0,1.3,292.58042,46.0973588,FALSE,sub-Neptunes
2709,Kepler-257 b,Transit,2.382667,0.034,2.61,7.32,553.53,5180.0,1.04,297.3159994,46.0232642,FALSE,sub-Neptunes
2710,Kepler-257 c,Transit,6.581484,0.066,5.41,25.2,142.63,5180.0,1.04,297.3159994,46.0232642,FALSE,sub-Jovians
2711,Kepler-257 d,Transit,24.664551,0.16,4.95,21.7,24.53,5180.0,1.04,297.3159994,46.0232642,FALSE,sub-Jovians
2712,Kepler-258 b,Transit,13.19722,0.103,4.06,15.5,27.79,4942.0,0.92,294.0684116,46.5791357,FALSE,sub-Jovians
2713,Kepler-258 c,Transit,33.653079,0.193,3.61,12.7,7.99,4942.0,0.92,294.0684116,46.5791357,FALSE,sub-Jovians
2714,Kepler-259 b,Transit,8.115317,0.079,2.8,8.25,113.45,5938.0,0.9,288.2119707,46.6150461,FALSE,sub-Neptunes
2715,Kepler-259 c,Transit,36.924931,0.217,2.7,7.75,15.05,5938.0,0.9,288.2119707,46.6150461,FALSE,sub-Neptunes
2716,Kepler-26 b,Transit,12.28,0.08551,2.78,5.12,7.6,3914.0,0.51,284.9410627,46.5664505,FALSE,sub-Neptunes
2717,Kepler-26 c,Transit,17.2559,0.10725,2.72,6.2,4.82,3914.0,0.51,284.9410627,46.5664505,FALSE,sub-Neptunes
2718,Kepler-26 d,Transit,3.543919,0.039,1.07,1.24,31.79,4486.0,0.57,284.9410627,46.5664505,FALSE,Super Earths
2719,Kepler-26 e,Transit,46.827915,0.22,2.41,6.39,1.75,4486.0,0.57,284.9410627,46.5664505,FALSE,sub-Neptunes
